TaskID,ProjectID,ProjectDiscipline,Status,Description,Location,Created,Target,Actual,Delay,Priority,Overdue,RootCause,Risk,Hours,Comments,AssignedTo,TeamCapacityHours
T-1269,PRJ060,PRJ-ARC,Closed,Structural Installation,West Yard,05/31/2024,06/07/2024,06/06/2024,-1.0,Low,False,None,Medium,109.9,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1270,PRJ065,PRJ-STR,Closed,Underground Utilities,Grid A5,04/30/2025,05/11/2025,05/18/2025,7.0,Low,True,Labor Shortage,Medium,65.8,Delay of 7 day(s) associated with labor shortage,Meena Pillai,30
T-1271,PRJ039,PRJ-ARC,Closed,Underground Utilities,Mechanical,01/17/2025,02/08/2025,02/13/2025,5.0,Low,True,Material Delay,High,108.1,Delay of 5 day(s) associated with material delay,Arjun Desai,40
T-1272,PRJ013,PRJ-STR,Closed,Site Preparation,Lobby,04/10/2025,05/06/2025,05/11/2025,5.0,Low,True,Crane Breakdown,Low,87.9,Delay of 5 day(s) associated with crane breakdown,Lakshmi Iyer,40
T-1273,PRJ051,PRJ-SITE,Closed,Structural Installation,Lobby,07/23/2024,08/20/2024,08/22/2024,2.0,Low,True,Approval Delay,Low,64.7,Delay of 2 day(s) associated with approval delay,Rajan Mehta,40
T-1274,PRJ087,PRJ-SITE,Closed,Underground Utilities,Roof,01/19/2025,02/02/2025,01/28/2025,-5.0,Medium,False,None,Medium,89.4,Completed 5 day(s) ahead of schedule,Asha Verma,40
T-1275,PRJ032,PRJ-MEP,Closed,Curtain Wall Installation,Lobby,09/19/2025,10/04/2025,09/30/2025,-4.0,Medium,False,None,Low,84.6,Completed 4 day(s) ahead of schedule,Dev Kapoor,40
T-1276,PRJ088,PRJ-ARC,Open,Structural Installation,Grid A5,08/19/2024,08/26/2024,,-3.0,Medium,False,None,Low,105.6,Completed 3 day(s) ahead of schedule,Priya Nair,40
T-1277,PRJ086,PRJ-STR,In Progress,HVAC Installation,Lobby,10/16/2024,10/21/2024,,-2.0,Medium,False,None,Low,58.5,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1278,PRJ025,PRJ-SITE,Open,Underground Utilities,Grid A5,04/29/2024,05/14/2024,,-2.0,Medium,False,None,Low,76.2,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1279,PRJ058,PRJ-INT,Closed,Site Preparation,West Yard,04/11/2025,04/30/2025,05/12/2025,12.0,High,True,Material Delay,High,73.2,Delay of 12 day(s) associated with material delay,Arjun Desai,40
T-1280,PRJ075,PRJ-INT,Closed,Curtain Wall Installation,Basement,01/24/2024,01/29/2024,01/26/2024,-3.0,High,False,None,Medium,96.1,Completed 3 day(s) ahead of schedule,Lakshmi Iyer,40
T-1281,PRJ050,PRJ-ARC,In Progress,Concrete Work,Lobby,06/30/2024,07/14/2024,,-1.0,Low,False,None,Low,44.2,Completed 1 day(s) ahead of schedule,Rajan Mehta,40
T-1282,PRJ070,PRJ-SITE,Open,Plumbing Work,North Wing,06/04/2025,06/24/2025,,4.0,Low,False,Material Delay,Medium,105.5,Delay of 4 day(s) associated with material delay,Asha Verma,40
T-1283,PRJ092,PRJ-MEP,In Progress,Concrete Work,Mechanical,01/15/2024,02/09/2024,,3.0,Low,False,Equipment Failure,Medium,89.0,Delay of 3 day(s) associated with equipment failure,Dev Kapoor,40
T-1284,PRJ063,PRJ-MEP,Closed,Concrete Work,Grid A5,12/23/2025,01/21/2026,01/20/2026,-1.0,Low,False,None,Medium,35.5,Completed 1 day(s) ahead of schedule,Priya Nair,40
T-1285,PRJ084,PRJ-MEP,Open,Plumbing Work,North Wing,10/22/2024,11/03/2024,,2.0,Medium,False,Design Revision,High,111.2,Delay of 2 day(s) associated with design revision,Suresh Kumar,40
T-1286,PRJ081,PRJ-INT,Open,Plumbing Work,Lobby,10/18/2024,10/31/2024,,7.0,Medium,False,Labor Shortage,High,142.0,Delay of 7 day(s) associated with labor shortage,Meena Pillai,30
T-1287,PRJ082,PRJ-MEP,Closed,Painting and Finishes,West Yard,01/26/2025,02/22/2025,02/23/2025,1.0,Low,True,Approval Delay,Low,105.1,Delay of 1 day(s) associated with approval delay,Arjun Desai,40
T-1288,PRJ086,PRJ-SITE,Closed,Plumbing Work,West Yard,04/11/2025,05/03/2025,05/03/2025,0.0,Medium,False,None,Low,117.8,Completed on schedule,Lakshmi Iyer,40
T-1289,PRJ023,PRJ-INT,Open,Structural Installation,West Yard,12/01/2024,12/11/2024,,2.0,Medium,False,Material Delay,Medium,77.6,Delay of 2 day(s) associated with material delay,Rajan Mehta,40
T-1290,PRJ002,PRJ-ARC,In Progress,Plumbing Work,Lobby,10/07/2025,10/29/2025,,4.0,Low,False,Crane Breakdown,Medium,25.2,Delay of 4 day(s) associated with crane breakdown,Asha Verma,40
T-1291,PRJ016,PRJ-ARC,On Hold,Flooring Work,Mechanical,12/03/2025,12/10/2025,,3.0,High,False,Design Revision,Medium,19.7,Delay of 3 day(s) associated with design revision,Dev Kapoor,40
T-1292,PRJ025,PRJ-SITE,Closed,Plumbing Work,North Wing,05/26/2024,06/10/2024,06/11/2024,1.0,Low,True,Crane Breakdown,Medium,82.7,Delay of 1 day(s) associated with crane breakdown,Priya Nair,40
T-1293,PRJ070,PRJ-ARC,Closed,Flooring Work,Basement,05/30/2025,06/10/2025,06/04/2025,-6.0,High,False,None,Medium,57.2,Completed 6 day(s) ahead of schedule,Suresh Kumar,40
T-1294,PRJ051,PRJ-SITE,In Progress,Curtain Wall Installation,Grid A5,08/07/2024,09/06/2024,,-4.0,Low,False,None,Low,47.6,Completed 4 day(s) ahead of schedule,Meena Pillai,30
T-1295,PRJ047,PRJ-ARC,In Progress,Curtain Wall Installation,South Facade,12/27/2025,12/30/2025,,-3.0,High,False,None,Low,73.1,Completed 3 day(s) ahead of schedule,Arjun Desai,40
T-1296,PRJ001,PRJ-SITE,Open,Electrical Installation,Basement,07/03/2024,07/29/2024,,-1.0,High,False,None,Low,93.5,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1297,PRJ069,PRJ-ARC,Closed,Underground Utilities,Mechanical,08/03/2024,08/13/2024,08/06/2024,-7.0,High,False,None,Low,31.4,Completed 7 day(s) ahead of schedule,Rajan Mehta,40
T-1298,PRJ037,PRJ-SITE,Open,Curtain Wall Installation,South Facade,06/05/2025,06/09/2025,,-7.0,High,False,None,Low,61.5,Completed 7 day(s) ahead of schedule,Asha Verma,40
T-1299,PRJ077,PRJ-SITE,Open,Underground Utilities,Basement,07/30/2025,08/20/2025,,-2.0,High,False,None,Medium,120.3,Completed 2 day(s) ahead of schedule,Dev Kapoor,40
T-1300,PRJ012,PRJ-SITE,Closed,Electrical Installation,Basement,04/03/2024,04/24/2024,04/17/2024,-7.0,Medium,False,None,Low,42.7,Completed 7 day(s) ahead of schedule,Priya Nair,40
T-1301,PRJ030,PRJ-MEP,On Hold,HVAC Installation,North Wing,02/09/2025,02/15/2025,,1.0,High,False,Labor Shortage,Low,101.1,Delay of 1 day(s) associated with labor shortage,Suresh Kumar,40
T-1302,PRJ006,PRJ-ARC,Closed,Flooring Work,North Wing,09/09/2024,09/13/2024,09/08/2024,-5.0,Low,False,None,Medium,60.5,Completed 5 day(s) ahead of schedule,Meena Pillai,30
T-1303,PRJ029,PRJ-SITE,In Progress,Curtain Wall Installation,West Yard,03/22/2025,03/28/2025,,-1.0,Medium,False,None,Medium,91.4,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1304,PRJ093,PRJ-INT,In Progress,HVAC Installation,Mechanical,02/10/2025,02/24/2025,,-1.0,Medium,False,None,Low,107.9,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1305,PRJ050,PRJ-STR,In Progress,Underground Utilities,Basement,12/20/2025,12/26/2025,,0.0,High,False,None,High,97.2,Completed on schedule,Rajan Mehta,40
T-1306,PRJ044,PRJ-SITE,In Progress,Painting and Finishes,Grid A5,11/12/2025,12/04/2025,,7.0,Medium,False,Weather Delay,High,102.3,Delay of 7 day(s) associated with weather delay,Asha Verma,40
T-1307,PRJ028,PRJ-ARC,In Progress,Flooring Work,Grid A5,04/22/2025,04/27/2025,,2.0,Medium,False,Design Revision,Medium,40.5,Delay of 2 day(s) associated with design revision,Dev Kapoor,40
T-1308,PRJ027,PRJ-MEP,In Progress,Plumbing Work,West Yard,05/10/2025,06/04/2025,,1.0,Medium,False,Equipment Failure,Medium,108.4,Delay of 1 day(s) associated with equipment failure,Priya Nair,40
T-1309,PRJ067,PRJ-ARC,In Progress,Site Preparation,Roof,10/18/2025,11/14/2025,,-4.0,Medium,False,None,Low,49.4,Completed 4 day(s) ahead of schedule,Suresh Kumar,40
T-1310,PRJ099,PRJ-STR,Closed,HVAC Installation,Roof,05/13/2024,06/05/2024,06/11/2024,6.0,Low,True,Design Revision,High,82.8,Delay of 6 day(s) associated with design revision,Meena Pillai,30
T-1311,PRJ075,PRJ-MEP,On Hold,Electrical Installation,North Wing,06/13/2025,07/12/2025,,-1.0,Medium,False,None,Low,82.7,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1312,PRJ074,PRJ-INT,Open,Electrical Installation,South Facade,07/17/2025,08/15/2025,,2.0,Medium,False,Weather Delay,High,89.6,Delay of 2 day(s) associated with weather delay,Lakshmi Iyer,40
T-1313,PRJ048,PRJ-INT,In Progress,Plumbing Work,Mechanical,04/02/2024,04/06/2024,,6.0,Low,False,Site Constraint,Medium,85.1,Delay of 6 day(s) associated with site constraint,Rajan Mehta,40
T-1314,PRJ010,PRJ-SITE,Open,Flooring Work,South Facade,10/05/2025,10/17/2025,,-1.0,Medium,False,None,Low,49.7,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1315,PRJ073,PRJ-MEP,In Progress,Concrete Work,Mechanical,05/25/2025,06/18/2025,,-1.0,Medium,False,None,Low,34.5,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1316,PRJ081,PRJ-STR,In Progress,Concrete Work,South Facade,09/10/2024,09/22/2024,,6.0,Medium,False,Crane Breakdown,Medium,101.2,Delay of 6 day(s) associated with crane breakdown,Priya Nair,40
T-1317,PRJ052,PRJ-INT,Open,Painting and Finishes,Grid A5,12/19/2024,01/11/2025,,-6.0,Medium,False,None,Medium,80.6,Completed 6 day(s) ahead of schedule,Suresh Kumar,40
T-1318,PRJ010,PRJ-INT,Closed,Curtain Wall Installation,Mechanical,12/23/2024,01/16/2025,01/19/2025,3.0,Medium,True,Design Revision,Low,109.5,Delay of 3 day(s) associated with design revision,Meena Pillai,30
T-1319,PRJ072,PRJ-SITE,In Progress,Flooring Work,Basement,11/01/2025,12/01/2025,,2.0,Medium,False,Weather Delay,Medium,73.7,Delay of 2 day(s) associated with weather delay,Arjun Desai,40
T-1320,PRJ093,PRJ-INT,On Hold,Electrical Installation,North Wing,12/08/2025,12/20/2025,,7.0,High,False,Labor Shortage,High,32.8,Delay of 7 day(s) associated with labor shortage,Lakshmi Iyer,40
T-1321,PRJ023,PRJ-INT,Open,Underground Utilities,Lobby,08/11/2025,08/23/2025,,2.0,High,False,Design Revision,Medium,104.0,Delay of 2 day(s) associated with design revision,Rajan Mehta,40
T-1322,PRJ016,PRJ-INT,Open,Painting and Finishes,Mechanical,04/21/2025,04/24/2025,,-0.0,Medium,False,None,Medium,63.9,Completed on schedule,Asha Verma,40
T-1323,PRJ074,PRJ-STR,In Progress,Electrical Installation,Mechanical,03/17/2024,03/27/2024,,-2.0,Medium,False,None,Low,85.3,Completed 2 day(s) ahead of schedule,Dev Kapoor,40
T-1324,PRJ034,PRJ-ARC,Open,Plumbing Work,Mechanical,10/29/2025,11/08/2025,,1.0,Medium,False,Site Constraint,Medium,55.6,Delay of 1 day(s) associated with site constraint,Priya Nair,40
T-1325,PRJ072,PRJ-MEP,In Progress,Structural Installation,North Wing,04/07/2024,04/22/2024,,-1.0,High,False,None,Low,124.3,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1326,PRJ071,PRJ-MEP,On Hold,Electrical Installation,Basement,05/01/2024,05/15/2024,,8.0,Medium,False,Crane Breakdown,High,48.7,Delay of 8 day(s) associated with crane breakdown,Meena Pillai,30
T-1327,PRJ027,PRJ-INT,Open,Site Preparation,North Wing,02/20/2024,03/17/2024,,-7.0,High,False,None,Low,64.9,Completed 7 day(s) ahead of schedule,Arjun Desai,40
T-1328,PRJ005,PRJ-ARC,Open,Electrical Installation,South Facade,11/22/2025,12/16/2025,,-1.0,Medium,False,None,Medium,78.2,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1329,PRJ056,PRJ-STR,In Progress,Site Preparation,Lobby,12/26/2024,01/18/2025,,4.0,Medium,False,Site Constraint,Low,42.2,Delay of 4 day(s) associated with site constraint,Rajan Mehta,40
T-1330,PRJ041,PRJ-SITE,In Progress,Curtain Wall Installation,Lobby,06/21/2024,06/24/2024,,-3.0,Medium,False,None,Low,84.9,Completed 3 day(s) ahead of schedule,Asha Verma,40
T-1331,PRJ086,PRJ-MEP,In Progress,Structural Installation,Roof,02/28/2024,03/15/2024,,3.0,Medium,False,Labor Shortage,Medium,123.4,Delay of 3 day(s) associated with labor shortage,Dev Kapoor,40
T-1332,PRJ036,PRJ-INT,In Progress,Flooring Work,North Wing,10/27/2024,11/19/2024,,-2.0,Low,False,None,Medium,60.3,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1333,PRJ025,PRJ-MEP,Closed,HVAC Installation,West Yard,06/12/2025,06/21/2025,06/22/2025,1.0,Medium,True,Crane Breakdown,Medium,86.9,Delay of 1 day(s) associated with crane breakdown,Suresh Kumar,40
T-1334,PRJ087,PRJ-SITE,Open,Structural Installation,West Yard,12/27/2025,01/10/2026,,-3.0,High,False,None,High,15.0,Completed 3 day(s) ahead of schedule,Meena Pillai,30
T-1335,PRJ074,PRJ-STR,In Progress,Painting and Finishes,Roof,02/07/2025,03/02/2025,,4.0,Low,False,Crane Breakdown,High,73.8,Delay of 4 day(s) associated with crane breakdown,Arjun Desai,40
T-1336,PRJ062,PRJ-MEP,Closed,Site Preparation,Roof,03/19/2025,04/13/2025,04/18/2025,5.0,Medium,True,Crane Breakdown,High,65.6,Delay of 5 day(s) associated with crane breakdown,Lakshmi Iyer,40
T-1337,PRJ096,PRJ-MEP,Closed,Plumbing Work,Grid A5,09/02/2025,09/28/2025,09/23/2025,-5.0,Low,False,None,Low,50.4,Completed 5 day(s) ahead of schedule,Rajan Mehta,40
T-1338,PRJ079,PRJ-SITE,In Progress,HVAC Installation,South Facade,10/20/2025,11/04/2025,,5.0,Medium,False,Weather Delay,Medium,107.4,Delay of 5 day(s) associated with weather delay,Asha Verma,40
T-1339,PRJ087,PRJ-MEP,In Progress,Electrical Installation,Grid A5,07/23/2024,08/06/2024,,7.0,Low,False,Weather Delay,High,65.2,Delay of 7 day(s) associated with weather delay,Dev Kapoor,40
T-1340,PRJ080,PRJ-ARC,Open,Curtain Wall Installation,South Facade,12/25/2025,01/07/2026,,0.0,High,False,None,Low,69.7,Completed on schedule,Priya Nair,40
T-1341,PRJ041,PRJ-ARC,Open,Painting and Finishes,North Wing,01/13/2025,02/03/2025,,-2.0,Low,False,None,Low,63.7,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1342,PRJ007,PRJ-SITE,Open,Site Preparation,Lobby,11/10/2025,11/24/2025,,10.0,High,False,Equipment Failure,High,17.5,Delay of 10 day(s) associated with equipment failure,Meena Pillai,30
T-1343,PRJ061,PRJ-INT,Closed,Concrete Work,Lobby,03/26/2024,04/09/2024,04/10/2024,1.0,High,True,Weather Delay,Medium,41.0,Delay of 1 day(s) associated with weather delay,Arjun Desai,40
T-1344,PRJ077,PRJ-ARC,In Progress,Curtain Wall Installation,South Facade,03/12/2024,03/19/2024,,4.0,Medium,False,Equipment Failure,Medium,103.8,Delay of 4 day(s) associated with equipment failure,Lakshmi Iyer,40
T-1345,PRJ100,PRJ-INT,Closed,Curtain Wall Installation,West Yard,10/07/2025,10/23/2025,10/19/2025,-4.0,High,False,None,High,15.0,Completed 4 day(s) ahead of schedule,Rajan Mehta,40
T-1346,PRJ069,PRJ-SITE,Open,Concrete Work,North Wing,05/05/2025,05/14/2025,,-2.0,High,False,None,Medium,52.0,Completed 2 day(s) ahead of schedule,Asha Verma,40
T-1347,PRJ057,PRJ-SITE,Closed,Underground Utilities,Grid A5,05/07/2024,05/24/2024,05/27/2024,3.0,High,True,Weather Delay,Medium,63.0,Delay of 3 day(s) associated with weather delay,Dev Kapoor,40
T-1348,PRJ058,PRJ-INT,Closed,Curtain Wall Installation,Lobby,10/15/2025,11/11/2025,11/16/2025,5.0,Medium,True,Weather Delay,Low,127.3,Delay of 5 day(s) associated with weather delay,Priya Nair,40
T-1349,PRJ012,PRJ-MEP,Open,Curtain Wall Installation,Roof,03/15/2024,04/08/2024,,6.0,Medium,False,Weather Delay,Medium,98.1,Delay of 6 day(s) associated with weather delay,Suresh Kumar,40
T-1350,PRJ001,PRJ-SITE,Open,Underground Utilities,North Wing,05/13/2025,05/29/2025,,0.0,Low,False,None,Low,58.3,Completed on schedule,Meena Pillai,30
T-1351,PRJ005,PRJ-STR,Open,Electrical Installation,Basement,05/29/2024,06/28/2024,,-2.0,Medium,False,None,Medium,114.1,Completed 2 day(s) ahead of schedule,Arjun Desai,40
T-1352,PRJ091,PRJ-ARC,Closed,Structural Installation,Roof,02/21/2024,03/22/2024,03/26/2024,4.0,Low,True,Weather Delay,High,52.8,Delay of 4 day(s) associated with weather delay,Lakshmi Iyer,40
T-1353,PRJ080,PRJ-SITE,Open,Underground Utilities,Roof,08/11/2025,08/26/2025,,-5.0,Medium,False,None,Low,105.3,Completed 5 day(s) ahead of schedule,Rajan Mehta,40
T-1354,PRJ027,PRJ-SITE,In Progress,Underground Utilities,West Yard,09/10/2025,10/04/2025,,-7.0,Medium,False,None,Low,34.2,Completed 7 day(s) ahead of schedule,Asha Verma,40
T-1355,PRJ043,PRJ-STR,In Progress,HVAC Installation,Basement,03/18/2024,03/30/2024,,7.0,Medium,False,Approval Delay,High,107.2,Delay of 7 day(s) associated with approval delay,Dev Kapoor,40
T-1356,PRJ049,PRJ-ARC,Closed,Curtain Wall Installation,South Facade,03/08/2024,04/04/2024,04/02/2024,-2.0,Medium,False,None,Low,62.8,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1357,PRJ025,PRJ-ARC,In Progress,Underground Utilities,Basement,03/24/2025,04/06/2025,,2.0,High,False,Design Revision,Medium,44.1,Delay of 2 day(s) associated with design revision,Suresh Kumar,40
T-1358,PRJ043,PRJ-STR,In Progress,Curtain Wall Installation,South Facade,01/21/2024,01/31/2024,,2.0,High,False,Weather Delay,Medium,68.5,Delay of 2 day(s) associated with weather delay,Meena Pillai,30
T-1359,PRJ035,PRJ-ARC,On Hold,Site Preparation,South Facade,06/28/2025,07/04/2025,,6.0,Medium,False,Site Constraint,Medium,83.3,Delay of 6 day(s) associated with site constraint,Arjun Desai,40
T-1360,PRJ070,PRJ-ARC,Open,Electrical Installation,North Wing,10/30/2025,11/25/2025,,-6.0,Medium,False,None,Low,60.2,Completed 6 day(s) ahead of schedule,Lakshmi Iyer,40
T-1361,PRJ076,PRJ-SITE,Closed,Electrical Installation,South Facade,07/02/2025,07/13/2025,07/12/2025,-1.0,High,False,None,Medium,91.6,Completed 1 day(s) ahead of schedule,Rajan Mehta,40
T-1362,PRJ010,PRJ-STR,Open,HVAC Installation,Lobby,06/17/2024,07/12/2024,,-7.0,Low,False,None,Low,57.5,Completed 7 day(s) ahead of schedule,Asha Verma,40
T-1363,PRJ047,PRJ-SITE,In Progress,Site Preparation,Basement,05/18/2024,05/23/2024,,-4.0,Low,False,None,Medium,93.6,Completed 4 day(s) ahead of schedule,Dev Kapoor,40
T-1364,PRJ100,PRJ-MEP,Closed,Structural Installation,South Facade,05/11/2025,05/28/2025,05/29/2025,1.0,Low,True,Equipment Failure,Low,88.3,Delay of 1 day(s) associated with equipment failure,Priya Nair,40
T-1365,PRJ087,PRJ-INT,Closed,Electrical Installation,Basement,02/14/2024,02/28/2024,02/25/2024,-3.0,Medium,False,None,Medium,73.2,Completed 3 day(s) ahead of schedule,Suresh Kumar,40
T-1366,PRJ080,PRJ-INT,Closed,Painting and Finishes,South Facade,01/27/2025,02/11/2025,02/13/2025,2.0,Medium,True,Design Revision,Medium,61.8,Delay of 2 day(s) associated with design revision,Meena Pillai,30
T-1367,PRJ074,PRJ-ARC,In Progress,Plumbing Work,Basement,11/23/2024,11/30/2024,,2.0,High,False,Approval Delay,Low,79.5,Delay of 2 day(s) associated with approval delay,Arjun Desai,40
T-1368,PRJ001,PRJ-SITE,In Progress,Curtain Wall Installation,West Yard,06/27/2025,07/02/2025,,-2.0,Medium,False,None,Low,91.5,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1369,PRJ098,PRJ-INT,In Progress,HVAC Installation,Roof,05/27/2024,06/08/2024,,4.0,Medium,False,Design Revision,Low,136.9,Delay of 4 day(s) associated with design revision,Rajan Mehta,40
T-1370,PRJ074,PRJ-SITE,In Progress,Structural Installation,Roof,07/10/2025,07/26/2025,,-3.0,High,False,None,Low,103.2,Completed 3 day(s) ahead of schedule,Asha Verma,40
T-1371,PRJ089,PRJ-ARC,In Progress,Plumbing Work,Lobby,05/25/2025,06/19/2025,,-6.0,High,False,None,Low,104.3,Completed 6 day(s) ahead of schedule,Dev Kapoor,40
T-1372,PRJ091,PRJ-STR,In Progress,Curtain Wall Installation,Roof,06/23/2024,07/08/2024,,9.0,Medium,False,Design Revision,High,167.7,Delay of 9 day(s) associated with design revision,Priya Nair,40
T-1373,PRJ026,PRJ-MEP,In Progress,HVAC Installation,Basement,09/17/2024,09/26/2024,,1.0,Medium,False,Material Delay,Medium,90.5,Delay of 1 day(s) associated with material delay,Suresh Kumar,40
T-1374,PRJ002,PRJ-SITE,In Progress,Concrete Work,North Wing,02/18/2024,02/28/2024,,4.0,Medium,False,Equipment Failure,High,89.5,Delay of 4 day(s) associated with equipment failure,Meena Pillai,30
T-1375,PRJ066,PRJ-STR,In Progress,Structural Installation,Basement,11/24/2024,12/14/2024,,12.0,Low,False,Design Revision,High,96.1,Delay of 12 day(s) associated with design revision,Arjun Desai,40
T-1376,PRJ046,PRJ-STR,Open,Underground Utilities,Roof,07/09/2024,07/24/2024,,-7.0,Low,False,None,Low,44.7,Completed 7 day(s) ahead of schedule,Lakshmi Iyer,40
T-1377,PRJ003,PRJ-STR,Closed,Painting and Finishes,North Wing,03/23/2024,04/20/2024,04/20/2024,-0.0,High,False,None,Medium,61.7,Completed on schedule,Rajan Mehta,40
T-1378,PRJ028,PRJ-MEP,Closed,Painting and Finishes,South Facade,02/12/2025,02/27/2025,02/26/2025,-1.0,Medium,False,None,High,59.8,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1379,PRJ100,PRJ-STR,Open,Structural Installation,Roof,02/18/2025,03/08/2025,,4.0,Medium,False,Approval Delay,Medium,94.4,Delay of 4 day(s) associated with approval delay,Dev Kapoor,40
T-1380,PRJ037,PRJ-SITE,Closed,Painting and Finishes,Lobby,03/03/2024,03/07/2024,03/08/2024,1.0,Medium,True,Design Revision,Medium,69.8,Delay of 1 day(s) associated with design revision,Priya Nair,40
T-1381,PRJ027,PRJ-STR,Closed,Site Preparation,West Yard,05/15/2024,05/23/2024,05/24/2024,1.0,Medium,True,Approval Delay,Medium,79.1,Delay of 1 day(s) associated with approval delay,Suresh Kumar,40
T-1382,PRJ066,PRJ-STR,Open,Underground Utilities,Roof,03/01/2024,03/27/2024,,-4.0,High,False,None,Low,107.6,Completed 4 day(s) ahead of schedule,Meena Pillai,30
T-1383,PRJ067,PRJ-INT,Open,Site Preparation,Basement,05/10/2025,05/22/2025,,-2.0,High,False,None,Medium,100.9,Completed 2 day(s) ahead of schedule,Arjun Desai,40
T-1384,PRJ034,PRJ-ARC,Open,HVAC Installation,Mechanical,09/03/2024,09/17/2024,,6.0,Medium,False,Crane Breakdown,High,70.1,Delay of 6 day(s) associated with crane breakdown,Lakshmi Iyer,40
T-1385,PRJ085,PRJ-SITE,Open,Plumbing Work,Grid A5,02/21/2024,03/11/2024,,8.0,Medium,False,Material Delay,High,54.9,Delay of 8 day(s) associated with material delay,Rajan Mehta,40
T-1386,PRJ059,PRJ-INT,Closed,Structural Installation,Mechanical,05/19/2024,05/23/2024,05/23/2024,-0.0,High,False,None,Low,109.1,Completed on schedule,Asha Verma,40
T-1387,PRJ017,PRJ-MEP,On Hold,Painting and Finishes,Roof,12/13/2025,12/30/2025,,2.0,Medium,False,Equipment Failure,Medium,98.2,Delay of 2 day(s) associated with equipment failure,Dev Kapoor,40
T-1388,PRJ033,PRJ-ARC,Open,Structural Installation,West Yard,07/05/2024,07/17/2024,,-4.0,High,False,None,Low,26.8,Completed 4 day(s) ahead of schedule,Priya Nair,40
T-1389,PRJ085,PRJ-ARC,Closed,Concrete Work,Grid A5,05/14/2025,05/21/2025,06/01/2025,11.0,Low,True,Weather Delay,High,65.6,Delay of 11 day(s) associated with weather delay,Suresh Kumar,40
T-1390,PRJ009,PRJ-STR,Open,Flooring Work,Grid A5,12/07/2024,12/21/2024,,-2.0,High,False,None,Low,80.0,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1391,PRJ002,PRJ-SITE,In Progress,Plumbing Work,Mechanical,05/12/2024,05/27/2024,,10.0,Medium,False,Labor Shortage,High,98.4,Delay of 10 day(s) associated with labor shortage,Arjun Desai,40
T-1392,PRJ066,PRJ-SITE,Closed,Site Preparation,Mechanical,08/12/2024,08/20/2024,08/22/2024,2.0,Low,True,Equipment Failure,High,102.3,Delay of 2 day(s) associated with equipment failure,Lakshmi Iyer,40
T-1393,PRJ045,PRJ-ARC,In Progress,Curtain Wall Installation,Lobby,01/11/2024,01/29/2024,,-1.0,Medium,False,None,Low,83.5,Completed 1 day(s) ahead of schedule,Rajan Mehta,40
T-1394,PRJ026,PRJ-MEP,Open,Plumbing Work,South Facade,06/29/2025,07/22/2025,,1.0,Medium,False,Equipment Failure,Low,92.6,Delay of 1 day(s) associated with equipment failure,Asha Verma,40
T-1395,PRJ048,PRJ-INT,In Progress,Electrical Installation,South Facade,09/01/2024,09/11/2024,,6.0,Low,False,Material Delay,High,76.9,Delay of 6 day(s) associated with material delay,Dev Kapoor,40
T-1396,PRJ019,PRJ-SITE,On Hold,Electrical Installation,Lobby,12/30/2024,01/29/2025,,-2.0,Medium,False,None,Low,54.8,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1397,PRJ038,PRJ-SITE,In Progress,Flooring Work,Lobby,04/21/2024,05/11/2024,,-2.0,High,False,None,Medium,67.2,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1398,PRJ024,PRJ-MEP,Open,Underground Utilities,North Wing,08/24/2025,09/17/2025,,6.0,Medium,False,Approval Delay,High,75.6,Delay of 6 day(s) associated with approval delay,Meena Pillai,30
T-1399,PRJ059,PRJ-ARC,Open,Structural Installation,Basement,06/08/2024,06/12/2024,,4.0,Medium,False,Equipment Failure,Medium,74.0,Delay of 4 day(s) associated with equipment failure,Arjun Desai,40
T-1400,PRJ068,PRJ-INT,In Progress,Structural Installation,Basement,02/17/2025,03/13/2025,,1.0,Medium,False,Weather Delay,Low,18.4,Delay of 1 day(s) associated with weather delay,Lakshmi Iyer,40
T-1401,PRJ092,PRJ-ARC,In Progress,Electrical Installation,West Yard,09/29/2025,10/11/2025,,6.0,Medium,False,Equipment Failure,Medium,63.1,Delay of 6 day(s) associated with equipment failure,Rajan Mehta,40
